genus	coculture_1_0d	coculture_2_0d	coculture_3_0d	coculture_1_9d	coculture_2_9d	coculture_3_9d	coculture_1_70d	coculture_2_70d	coculture_3_70d	coculture_1_450d	coculture_2_450d	coculture_3_450d	coculture_1_720d	coculture_2_720d	coculture_3_720d
Fimbriimonas	0	0	0	0	0	0	0.004046576	0.002025522	0.005066267	0.006097747	0.008073713	0.008083339	0.030621619	0.040712883	0.035627036
Pusillimonas	0.003040993	0	0.001012043	0.006045279	0.005049128	0.003030089	0.003034932	0.014178651	0.00911928	0.015244367	0.007064499	0.011114591	0.022455854	0.020356441	0.019340391
Melaminivora	0.001013664	0	0	0.002015093	0.002019651	0.003030089	0.004046576	0.006076565	0.00303976	0.012195494	0.007064499	0.012125009	0.025518016	0.033588128	0.027483713
Ahniella	0.004054657	0.005062625	0.005060217	0.002015093	0.001009826	0.002020059	0.001011644	0.003038282	0.001013253	0.020325823	0.005046071	0.007072922	0.03266306	0.026463374	0.023412052
Dyadobacter	0.010136642	0.00202505	0.004048173	0.015113198	0.017167035	0.009090266	0.007081508	0.01316589	0.016212054	0.005081456	0.009082927	0.013135426	0.005103603	0.006106932	0.006107492
Rhizobacter	0.001013664	0	0	0.002015093	0.001009826	0.00101003	0.002023288	0.010127608	0.007092773	0.012195494	0.008073713	0.011114591	0.030621619	0.02442773	0.026465798
Nostoc	0.009122978	0.00202505	0.005060217	0.013098105	0.01615721	0.007070207	0.006069864	0.014178651	0.014185547	0.007114038	0.008073713	0.014145844	0.008165765	0.006106932	0.006107492
Ferrimonas	0.007095649	0.0040501	0.004048173	0.009067919	0.010098256	0.008080237	0.003034932	0.017216933	0.00607952	0.014228076	0.010092141	0.007072922	0.012248648	0.012213865	0.011197068
Verminephrobacter	0.001013664	0	0.001012043	0.00302264	0.005049128	0.005050148	0.009104796	0.008102086	0.011145787	0.013211785	0.008073713	0.007072922	0.023476574	0.021374263	0.018322476
Arachidicoccus	0.010136642	0.00202505	0.004048173	0.016120744	0.018176861	0.009090266	0.007081508	0.015191412	0.0151988	0.004065165	0.009082927	0.015156261	0.003062162	0.003053466	0.003053746
Sanguibacter	0	0	0	0.001007547	0	0	0.001011644	0.001012761	0.002026507	0.010162911	0.007064499	0.011114591	0.030621619	0.035623772	0.034609121
Catenulispora	0	0	0	0.001007547	0.002019651	0.002020059	0.004046576	0.003038282	0.005066267	0.010162911	0.010092141	0.011114591	0.027559457	0.031552484	0.026465798
Thioflavicoccus	0.001013664	0.001012525	0.001012043	0.001007547	0.002019651	0.003030089	0.00505822	0.002025522	0.005066267	0.029472443	0.005046071	0.010104174	0.03266306	0.014249509	0.021376221
Prochlorococcus	0.026355269	0.035438373	0.035421516	0.004030186	0.005049128	0.006060178	0	0	0	0.001016291	0.004036856	0.003031252	0.004082883	0.004071288	0.004071661
Egibacter	0	0	0	0	0	0	0.00505822	0.004051043	0.005066267	0.00914662	0.008073713	0.010104174	0.028580178	0.032570306	0.029519544
Protaetiibacter	0.001013664	0	0	0.00302264	0.002019651	0.002020059	0.002023288	0.008102086	0.005066267	0.012195494	0.006055285	0.008083339	0.028580178	0.026463374	0.027483713
Sulfurifustis	0	0	0	0.002015093	0.004039302	0.006060178	0.011128084	0.003038282	0.010132534	0.015244367	0.007064499	0.009093757	0.023476574	0.017302975	0.022394137
Salinicola	0.005068321	0.00607515	0.005060217	0.00302264	0.003029477	0.004040118	0.004046576	0.008102086	0.005066267	0.01727695	0.005046071	0.009093757	0.020414413	0.016285153	0.019340391
Salinisphaera	0.003040993	0.001012525	0.002024087	0.006045279	0.007068779	0.004040118	0.00505822	0.012153129	0.010132534	0.01727695	0.007064499	0.009093757	0.022455854	0.010178221	0.014250814
Eggerthella	0.006081985	0.009112724	0.00910839	0.001007547	0.002019651	0.003030089	0.004046576	0.002025522	0.004053013	0.005081456	0.007064499	0.008083339	0.020414413	0.022392085	0.026465798
Marmoricola	0	0	0	0	0.001009826	0.00101003	0.004046576	0.003038282	0.004053013	0.010162911	0.007064499	0.010104174	0.027559457	0.02951684	0.031555375
Micropruina	0.001013664	0	0	0.001007547	0.001009826	0.00101003	0.004046576	0.007089326	0.008106027	0.008130329	0.008073713	0.010104174	0.026538736	0.027481196	0.025447883
Geobacillus	0.003040993	0.001012525	0.001012043	0.005037733	0.007068779	0.005050148	0.006069864	0.010127608	0.00911928	0.010162911	0.008073713	0.009093757	0.018372971	0.019338619	0.016286645
Kosakonia	0.007095649	0.005062625	0.005060217	0.005037733	0.004039302	0.005050148	0.003034932	0.016204173	0.008106027	0.010162911	0.006055285	0.014145844	0.014290089	0.011196043	0.014250814
Paucibacter	0.002027328	0	0	0.00302264	0.002019651	0.002020059	0.006069864	0.014178651	0.011145787	0.013211785	0.012110569	0.006062504	0.023476574	0.015267331	0.01730456
Humibacter	0.002027328	0	0	0.002015093	0.001009826	0.00101003	0.001011644	0.007089326	0.00303976	0.008130329	0.006055285	0.008083339	0.027559457	0.030534662	0.029519544
Alloactinosynnema	0.004054657	0.005062625	0.005060217	0.002015093	0.005049128	0.006060178	0.009104796	0.004051043	0.010132534	0.00914662	0.007064499	0.010104174	0.01633153	0.015267331	0.018322476
Pectobacterium	0.006081985	0.00607515	0.005060217	0.004030186	0.004039302	0.004040118	0.004046576	0.010127608	0.00607952	0.018293241	0.008073713	0.013135426	0.015310809	0.012213865	0.010179153
Microterricola	0	0	0	0.001007547	0.001009826	0.002020059	0.002023288	0.003038282	0.004053013	0.010162911	0.008073713	0.010104174	0.026538736	0.028499018	0.029519544
Egicoccus	0.001013664	0	0	0.002015093	0.002019651	0.002020059	0.002023288	0.006076565	0.00303976	0.011179203	0.005046071	0.013135426	0.024497295	0.023409907	0.029519544
Aromatoleum	0.002027328	0.001012525	0.001012043	0.00302264	0.002019651	0.003030089	0.002023288	0.009114847	0.005066267	0.014228076	0.006055285	0.012125009	0.021435133	0.021374263	0.021376221
Phocaeicola	0.006081985	0.00202505	0.004048173	0.014105651	0.01615721	0.011110326	0.013151372	0.01316589	0.019251814	0.005081456	0.006055285	0.009093757	0.001020721	0.001017822	0.003053746
Luteolibacter	0.002027328	0.001012525	0	0.002015093	0.001009826	0.00101003	0.003034932	0.006076565	0.005066267	0.007114038	0.007064499	0.007072922	0.023476574	0.030534662	0.027483713
Limnochorda	0	0	0	0	0	0.00101003	0.001011644	0.001012761	0.002026507	0.006097747	0.007064499	0.007072922	0.029600898	0.037659416	0.030537459
Idiomarina	0.008109314	0.007087675	0.007084303	0.005037733	0.006058954	0.003030089	0.003034932	0.009114847	0.007092773	0.011179203	0.007064499	0.007072922	0.017352251	0.013231687	0.011197068
Undibacterium	0.006081985	0.0040501	0.005060217	0.005037733	0.007068779	0.006060178	0.008093152	0.015191412	0.013172294	0.00914662	0.012110569	0.006062504	0.011227927	0.007124754	0.007125407
Thiodictyon	0.003040993	0.003037575	0.00303613	0.002015093	0.002019651	0.002020059	0.003034932	0.006076565	0.005066267	0.013211785	0.005046071	0.013135426	0.021435133	0.018320797	0.020358306
Sulfuritalea	0.007095649	0.008100199	0.008096347	0.002015093	0.004039302	0.004040118	0.00505822	0.003038282	0.005066267	0.011179203	0.005046071	0.006062504	0.019393692	0.017302975	0.01526873
Mycolicibacter	0	0	0	0.001007547	0.001009826	0.002020059	0.004046576	0.003038282	0.004053013	0.008130329	0.008073713	0.012125009	0.024497295	0.026463374	0.025447883
Rhodopirellula	0	0	0	0	0	0	0.001011644	0.001012761	0.002026507	0.013211785	0.015138212	0.007072922	0.021435133	0.02951684	0.028501629
Frondihabitans	0.001013664	0	0	0.002015093	0.001009826	0.00101003	0.001011644	0.003038282	0.002026507	0.00914662	0.006055285	0.009093757	0.028580178	0.02951684	0.025447883
Ereboglobus	0	0	0	0.001007547	0.002019651	0.002020059	0.007081508	0.002025522	0.00607952	0.008130329	0.009082927	0.006062504	0.024497295	0.028499018	0.022394137
Muribaculum	0.006081985	0.001012525	0.002024087	0.009067919	0.00908843	0.005050148	0.006069864	0.008102086	0.010132534	0.005081456	0.006055285	0.007072922	0.013269368	0.016285153	0.014250814
Frigoribacterium	0	0	0	0	0	0	0.003034932	0.001012761	0.00303976	0.007114038	0.008073713	0.008083339	0.025518016	0.030534662	0.031555375
Natronomonas	0	0	0	0	0	0	0.001011644	0.001012761	0.001013253	0.006097747	0.006055285	0.011114591	0.027559457	0.032570306	0.030537459
Noviherbaspirillum	0.001013664	0.001012525	0.001012043	0.004030186	0.008078605	0.009090266	0.016186304	0.005063804	0.016212054	0.014228076	0.008073713	0.009093757	0.010207206	0.006106932	0.007125407
Actinopolymorpha	0	0	0	0	0	0	0.001011644	0.001012761	0.002026507	0.00914662	0.006055285	0.009093757	0.027559457	0.031552484	0.028501629
Salmonella	0.007095649	0.00607515	0.007084303	0.004030186	0.003029477	0.002020059	0.002023288	0.011140369	0.008106027	0.008130329	0.007064499	0.008083339	0.01633153	0.012213865	0.013232899
Haliscomenobacter	0.008109314	0.00202505	0.00303613	0.013098105	0.013127733	0.008080237	0.007081508	0.010127608	0.013172294	0.004065165	0.005046071	0.009093757	0.006124324	0.006106932	0.007125407
Roseateles	0.002027328	0.00202505	0.002024087	0.001007547	0.001009826	0.00101003	0.003034932	0.006076565	0.004053013	0.011179203	0.006055285	0.010104174	0.023476574	0.023409907	0.01730456
Truepera	0	0	0	0.002015093	0.004039302	0.004040118	0.011128084	0.004051043	0.00911928	0.005081456	0.007064499	0.005052087	0.019393692	0.021374263	0.021376221
Adhaeribacter	0.009122978	0.00202505	0.004048173	0.014105651	0.014137558	0.008080237	0.00505822	0.011140369	0.011145787	0.003048873	0.008073713	0.015156261	0.002041441	0.002035644	0.004071661
Marinomonas	0.015204963	0.012150299	0.01214452	0.009067919	0.010098256	0.008080237	0.00505822	0.009114847	0.008106027	0.00914662	0.003027642	0.005052087	0.002041441	0.002035644	0.003053746
Kytococcus	0	0	0	0	0	0	0	0.001012761	0.001013253	0.007114038	0.006055285	0.008083339	0.027559457	0.033588128	0.028501629
Zunongwangia	0.008109314	0.001012525	0.00303613	0.012090558	0.011108082	0.005050148	0.004046576	0.006076565	0.008106027	0.003048873	0.012110569	0.010104174	0.007145044	0.004071288	0.01730456
Arcticibacterium	0.006081985	0.001012525	0.00303613	0.011083012	0.012117907	0.006060178	0.00505822	0.010127608	0.011145787	0.003048873	0.013119784	0.013135426	0.004082883	0.003053466	0.010179153
Niabella	0.008109314	0.00202505	0.004048173	0.014105651	0.01615721	0.009090266	0.006069864	0.01316589	0.014185547	0.003048873	0.005046071	0.011114591	0.002041441	0.001017822	0.003053746
Brenneria	0.005068321	0.00202505	0.00303613	0.007052826	0.008078605	0.005050148	0.003034932	0.014178651	0.008106027	0.010162911	0.005046071	0.011114591	0.011227927	0.008142577	0.010179153
Bernardetia	0.006081985	0.00202505	0.00303613	0.010075465	0.012117907	0.007070207	0.006069864	0.011140369	0.011145787	0.003048873	0.019175068	0.014145844	0.001020721	0.002035644	0.003053746
Dechloromonas	0.008109314	0.00607515	0.005060217	0.006045279	0.005049128	0.004040118	0.003034932	0.009114847	0.00911928	0.013211785	0.011101355	0.007072922	0.012248648	0.006106932	0.006107492
Kaistella	0.008109314	0.00202505	0.00303613	0.012090558	0.012117907	0.007070207	0.006069864	0.011140369	0.01215904	0.003048873	0.013119784	0.014145844	0.002041441	0.002035644	0.003053746
Paludibaculum	0	0	0	0	0	0.00101003	0.003034932	0.002025522	0.005066267	0.012195494	0.005046071	0.008083339	0.026538736	0.02442773	0.023412052
Brevibacillus	0.001013664	0.001012525	0.001012043	0.002015093	0.002019651	0.00101003	0.003034932	0.009114847	0.00607952	0.00914662	0.012110569	0.009093757	0.018372971	0.018320797	0.01730456
Symbiobacterium	0	0	0	0	0.001009826	0.00101003	0.002023288	0.001012761	0.002026507	0.006097747	0.007064499	0.006062504	0.027559457	0.032570306	0.023412052
Orrella	0.002027328	0	0	0.00302264	0.003029477	0.002020059	0.003034932	0.007089326	0.005066267	0.01727695	0.005046071	0.011114591	0.019393692	0.016285153	0.01526873
Chitinolyticbacter	0.001013664	0	0.001012043	0.00302264	0.005049128	0.007070207	0.01517466	0.011140369	0.0151988	0.008130329	0.007064499	0.006062504	0.010207206	0.009160399	0.010179153
Seonamhaeicola	0.011150306	0.00202505	0.004048173	0.014105651	0.012117907	0.007070207	0.00505822	0.011140369	0.010132534	0.003048873	0.006055285	0.007072922	0.005103603	0.003053466	0.008143322
Empedobacter	0.007095649	0.001012525	0.002024087	0.008060372	0.00908843	0.004040118	0.003034932	0.005063804	0.008106027	0.004065165	0.010092141	0.013135426	0.009186486	0.011196043	0.013232899
Sulfurivermis	0.004054657	0.0040501	0.004048173	0.002015093	0.002019651	0.002020059	0.00505822	0.002025522	0.00607952	0.019309532	0.005046071	0.005052087	0.023476574	0.010178221	0.014250814
Aureitalea	0.009122978	0.00202505	0.00303613	0.012090558	0.011108082	0.006060178	0.004046576	0.010127608	0.00911928	0.004065165	0.007064499	0.007072922	0.007145044	0.004071288	0.012214984
Dermacoccus	0	0	0	0.001007547	0	0	0.002023288	0.004051043	0.005066267	0.005081456	0.007064499	0.007072922	0.022455854	0.026463374	0.027483713
Hylemonella	0.002027328	0.003037575	0.002024087	0.002015093	0.004039302	0.006060178	0.009104796	0.005063804	0.007092773	0.008130329	0.006055285	0.010104174	0.013269368	0.015267331	0.014250814
Ilumatobacter	0	0	0	0.001007547	0	0	0.003034932	0.003038282	0.005066267	0.006097747	0.004036856	0.016166678	0.015310809	0.016285153	0.036644951
Tetrasphaera	0	0	0	0	0	0	0	0.001012761	0.001013253	0.007114038	0.005046071	0.008083339	0.026538736	0.030534662	0.027483713
Geodermatophilus	0	0	0	0.001007547	0.001009826	0.002020059	0.00505822	0.002025522	0.004053013	0.00914662	0.006055285	0.006062504	0.022455854	0.023409907	0.024429967
Neoasaia	0	0	0	0.002015093	0.001009826	0.00101003	0.003034932	0.006076565	0.00607952	0.013211785	0.007064499	0.013135426	0.019393692	0.018320797	0.016286645
Roseimicrobium	0	0	0	0.001007547	0.001009826	0.00101003	0.00505822	0.004051043	0.00607952	0.006097747	0.006055285	0.005052087	0.021435133	0.025445552	0.024429967
Desulfococcus	0.001013664	0.001012525	0.001012043	0.00302264	0.004039302	0.005050148	0.008093152	0.003038282	0.00911928	0.006097747	0.006055285	0.005052087	0.017352251	0.020356441	0.016286645
Leeuwenhoekiella	0.01216397	0.005062625	0.00607226	0.012090558	0.010098256	0.005050148	0.004046576	0.008102086	0.007092773	0.003048873	0.007064499	0.005052087	0.006124324	0.003053466	0.012214984
Owenweeksia	0.009122978	0.00202505	0.00303613	0.012090558	0.015147384	0.007070207	0.006069864	0.014178651	0.013172294	0.004065165	0.004036856	0.009093757	0.002041441	0.001017822	0.004071661
Xylophilus	0	0	0	0.001007547	0.002019651	0.00101003	0.004046576	0.003038282	0.007092773	0.013211785	0.008073713	0.018187513	0.015310809	0.012213865	0.020358306
Thiocystis	0.003040993	0.00202505	0.002024087	0.002015093	0.002019651	0.003030089	0.00505822	0.003038282	0.00607952	0.018293241	0.005046071	0.008083339	0.020414413	0.012213865	0.013232899
Oceanihabitans	0.015204963	0.00202505	0.00303613	0.014105651	0.008078605	0.004040118	0.002023288	0.004051043	0.004053013	0.003048873	0.005046071	0.005052087	0.011227927	0.00508911	0.019340391
Pulveribacter	0.004054657	0.005062625	0.004048173	0.002015093	0.004039302	0.005050148	0.009104796	0.003038282	0.007092773	0.010162911	0.004036856	0.006062504	0.015310809	0.013231687	0.013232899
Sterolibacterium	0.003040993	0.005062625	0.004048173	0.001007547	0.001009826	0.002020059	0.003034932	0.005063804	0.005066267	0.008130329	0.007064499	0.005052087	0.018372971	0.018320797	0.018322476
Edwardsiella	0.003040993	0.0040501	0.004048173	0.002015093	0.002019651	0.002020059	0.004046576	0.006076565	0.00607952	0.012195494	0.007064499	0.009093757	0.017352251	0.014249509	0.011197068
Lacinutrix	0.008109314	0.001012525	0.00303613	0.012090558	0.011108082	0.006060178	0.00505822	0.009114847	0.00911928	0.003048873	0.005046071	0.008083339	0.006124324	0.003053466	0.014250814
Citricoccus	0	0	0	0	0	0	0.001011644	0.002025522	0.002026507	0.005081456	0.005046071	0.007072922	0.023476574	0.02951684	0.027483713
Blastococcus	0	0	0	0.001007547	0.001009826	0	0.002023288	0.002025522	0.004053013	0.008130329	0.005046071	0.010104174	0.021435133	0.023409907	0.024429967
Colletotrichum	0.001013664	0.001012525	0.001012043	0.002015093	0.003029477	0.004040118	0.002023288	0.003038282	0.00303976	0.006097747	0.006055285	0.009093757	0.019393692	0.021374263	0.020358306
Marinobacterium	0.01216397	0.014175349	0.01214452	0.002015093	0.002019651	0.003030089	0.001011644	0.003038282	0.002026507	0.010162911	0.002018428	0.006062504	0.013269368	0.010178221	0.009161238
Allokutzneria	0	0	0	0	0	0.00101003	0.002023288	0.002025522	0.00303976	0.00914662	0.005046071	0.007072922	0.022455854	0.02442773	0.025447883
Jeongeupia	0.001013664	0.001012525	0.001012043	0.001007547	0.002019651	0.002020059	0.003034932	0.005063804	0.00303976	0.019309532	0.004036856	0.007072922	0.023476574	0.013231687	0.014250814
Denitratisoma	0.004054657	0.0040501	0.00303613	0.002015093	0.002019651	0.002020059	0.004046576	0.006076565	0.005066267	0.014228076	0.007064499	0.009093757	0.015310809	0.009160399	0.013232899
Pseudogulbenkiania	0.005068321	0.005062625	0.00607226	0.002015093	0.002019651	0.002020059	0.001011644	0.006076565	0.004053013	0.014228076	0.004036856	0.008083339	0.01633153	0.012213865	0.012214984
Sulfuriferula	0.004054657	0.00607515	0.005060217	0.00302264	0.004039302	0.004040118	0.006069864	0.007089326	0.008106027	0.00914662	0.004036856	0.005052087	0.011227927	0.012213865	0.011197068
Chlorobium	0.005068321	0.001012525	0.00303613	0.009067919	0.010098256	0.005050148	0.006069864	0.009114847	0.013172294	0.004065165	0.009082927	0.008083339	0.006124324	0.00508911	0.006107492
Alkalitalea	0.007095649	0.00202505	0.004048173	0.013098105	0.015147384	0.007070207	0.006069864	0.011140369	0.011145787	0.003048873	0.004036856	0.010104174	0.002041441	0.001017822	0.003053746
Lelliottia	0.010136642	0.013162824	0.013156563	0.00302264	0.004039302	0.004040118	0.003034932	0.004051043	0.004053013	0.006097747	0.004036856	0.006062504	0.009186486	0.009160399	0.007125407
Glutamicibacter	0.002027328	0.001012525	0.002024087	0.00302264	0.003029477	0.005050148	0.002023288	0.004051043	0.00303976	0.007114038	0.005046071	0.012125009	0.017352251	0.019338619	0.013232899
Oceanithermus	0.006081985	0.008100199	0.007084303	0.001007547	0.001009826	0.00101003	0.002023288	0.002025522	0.00303976	0.005081456	0.004036856	0.008083339	0.015310809	0.019338619	0.016286645
Edaphobacter	0.004054657	0.001012525	0.002024087	0.007052826	0.00908843	0.004040118	0.00505822	0.008102086	0.00911928	0.003048873	0.005046071	0.006062504	0.010207206	0.013231687	0.012214984
Granulosicoccus	0.004054657	0.00202505	0.002024087	0.007052826	0.005049128	0.006060178	0.002023288	0.015191412	0.007092773	0.013211785	0.007064499	0.007072922	0.009186486	0.006106932	0.006107492
Urechidicola	0.011150306	0.00202505	0.00303613	0.013098105	0.011108082	0.005050148	0.004046576	0.007089326	0.008106027	0.003048873	0.010092141	0.010104174	0.004082883	0.002035644	0.005089577
Tomitella	0	0	0	0.001007547	0	0.00101003	0.003034932	0.003038282	0.004053013	0.007114038	0.006055285	0.006062504	0.022455854	0.023409907	0.021376221
Miniimonas	0	0	0	0.002015093	0.003029477	0.004040118	0.008093152	0.004051043	0.00911928	0.004065165	0.005046071	0.005052087	0.014290089	0.018320797	0.021376221
Sinimarinibacterium	0.002027328	0.00202505	0.001012043	0.002015093	0.004039302	0.005050148	0.013151372	0.008102086	0.01215904	0.013211785	0.006055285	0.003031252	0.013269368	0.006106932	0.007125407
Epilithonimonas	0.007095649	0.001012525	0.00303613	0.013098105	0.015147384	0.007070207	0.008093152	0.010127608	0.0151988	0.003048873	0.004036856	0.007072922	0.001020721	0.001017822	0.002035831
Mixta	0.002027328	0.001012525	0.001012043	0.002015093	0.003029477	0.003030089	0.007081508	0.005063804	0.008106027	0.010162911	0.007064499	0.010104174	0.014290089	0.011196043	0.012214984
Kozakia	0.001013664	0	0.001012043	0.004030186	0.005049128	0.005050148	0.008093152	0.012153129	0.010132534	0.011179203	0.008073713	0.007072922	0.011227927	0.006106932	0.007125407
Treponema	0.002027328	0.001012525	0.001012043	0.005037733	0.006058954	0.005050148	0.009104796	0.010127608	0.0151988	0.005081456	0.007064499	0.005052087	0.009186486	0.008142577	0.008143322
Riemerella	0.010136642	0.00202505	0.00303613	0.011083012	0.014137558	0.006060178	0.006069864	0.010127608	0.013172294	0.003048873	0.005046071	0.008083339	0.001020721	0.001017822	0.003053746
Modestobacter	0	0	0	0.001007547	0.001009826	0.00101003	0.004046576	0.003038282	0.00607952	0.006097747	0.005046071	0.012125009	0.017352251	0.018320797	0.021376221
Xylanimicrobium	0	0	0	0.001007547	0.001009826	0.00101003	0.003034932	0.003038282	0.00303976	0.004065165	0.005046071	0.009093757	0.018372971	0.022392085	0.024429967
Heliobacterium	0.002027328	0.001012525	0.002024087	0	0	0	0	0.002025522	0.001013253	0.004065165	0.005046071	0.00404167	0.024497295	0.02951684	0.020358306
Asaia	0.001013664	0	0	0.00302264	0.002019651	0.002020059	0.003034932	0.011140369	0.005066267	0.011179203	0.007064499	0.005052087	0.017352251	0.014249509	0.013232899
Acidobacterium	0	0	0.001012043	0.002015093	0.003029477	0.003030089	0.00505822	0.003038282	0.005066267	0.005081456	0.005046071	0.006062504	0.01633153	0.022392085	0.01730456
Faecalibacterium	0.004054657	0.001012525	0.001012043	0.006045279	0.007068779	0.005050148	0.007081508	0.011140369	0.010132534	0.006097747	0.004036856	0.006062504	0.007145044	0.007124754	0.010179153
Psychrobacter	0.008109314	0.005062625	0.004048173	0.007052826	0.007068779	0.005050148	0.003034932	0.011140369	0.00607952	0.008130329	0.006055285	0.007072922	0.006124324	0.00508911	0.004071661
Advenella	0.006081985	0.0040501	0.00607226	0.005037733	0.005049128	0.004040118	0.002023288	0.007089326	0.007092773	0.006097747	0.005046071	0.007072922	0.009186486	0.010178221	0.008143322
Alicycliphilus	0.009122978	0.011137774	0.011132476	0.002015093	0.002019651	0.003030089	0.001011644	0.001012761	0.001013253	0.006097747	0.003027642	0.005052087	0.012248648	0.012213865	0.012214984
Desulfarculus	0	0	0	0.001007547	0	0	0.002023288	0.002025522	0.004053013	0.008130329	0.005046071	0.005052087	0.023476574	0.022392085	0.018322476
Allochromatium	0.004054657	0.005062625	0.004048173	0.001007547	0.002019651	0.002020059	0.003034932	0.003038282	0.00303976	0.011179203	0.003027642	0.008083339	0.015310809	0.012213865	0.014250814
Leptospira	0.006081985	0.001012525	0.00303613	0.011083012	0.011108082	0.006060178	0.00505822	0.010127608	0.010132534	0.003048873	0.007064499	0.008083339	0.003062162	0.003053466	0.003053746
Planobacterium	0.007095649	0.00202505	0.00303613	0.010075465	0.013127733	0.006060178	0.00505822	0.011140369	0.010132534	0.002032582	0.005046071	0.012125009	0.001020721	0.001017822	0.002035831
Moorella	0	0	0	0	0	0	0	0.002025522	0.001013253	0.006097747	0.008073713	0.005052087	0.022455854	0.026463374	0.019340391
Eubacterium	0.004054657	0.00202505	0.00303613	0.006045279	0.006058954	0.005050148	0.00505822	0.009114847	0.007092773	0.005081456	0.005046071	0.005052087	0.008165765	0.010178221	0.009161238
Limosilactobacillus	0.005068321	0.001012525	0.002024087	0.008060372	0.008078605	0.005050148	0.00505822	0.012153129	0.00911928	0.004065165	0.004036856	0.006062504	0.006124324	0.007124754	0.007125407
Francisella	0.006081985	0.00202505	0.00303613	0.011083012	0.011108082	0.007070207	0.006069864	0.010127608	0.01215904	0.003048873	0.008073713	0.007072922	0.001020721	0.001017822	0.001017915
Bdellovibrio	0.014191299	0.013162824	0.011132476	0.005037733	0.004039302	0.003030089	0.003034932	0.004051043	0.00607952	0.004065165	0.003027642	0.007072922	0.003062162	0.003053466	0.006107492
Desulfurivibrio	0.006081985	0.007087675	0.00607226	0.001007547	0.001009826	0.002020059	0.001011644	0.001012761	0	0.006097747	0.003027642	0.006062504	0.01633153	0.018320797	0.014250814
Methylocaldum	0.002027328	0	0.001012043	0.004030186	0.005049128	0.005050148	0.007081508	0.009114847	0.00911928	0.015244367	0.004036856	0.00404167	0.011227927	0.006106932	0.006107492
Rahnella	0.001013664	0.001012525	0.001012043	0.00302264	0.005049128	0.005050148	0.009104796	0.011140369	0.01215904	0.007114038	0.006055285	0.00404167	0.009186486	0.006106932	0.008143322
Porphyromonas	0.005068321	0.001012525	0.002024087	0.010075465	0.010098256	0.005050148	0.004046576	0.009114847	0.010132534	0.005081456	0.005046071	0.006062504	0.006124324	0.00508911	0.005089577
Salinimonas	0.01216397	0.011137774	0.010120433	0.00302264	0.004039302	0.003030089	0.001011644	0.006076565	0.004053013	0.008130329	0.003027642	0.006062504	0.008165765	0.004071288	0.005089577
Anseongella	0.006081985	0.001012525	0.00303613	0.009067919	0.011108082	0.005050148	0.003034932	0.009114847	0.010132534	0.003048873	0.005046071	0.009093757	0.004082883	0.004071288	0.005089577
Laribacter	0.008109314	0.007087675	0.00607226	0.00302264	0.003029477	0.003030089	0.003034932	0.006076565	0.004053013	0.007114038	0.005046071	0.005052087	0.008165765	0.010178221	0.009161238
Labilibaculum	0.007095649	0.001012525	0.00303613	0.011083012	0.013127733	0.006060178	0.00505822	0.009114847	0.011145787	0.003048873	0.006055285	0.008083339	0.001020721	0.001017822	0.002035831
Paraoerskovia	0	0	0	0	0	0	0.003034932	0.004051043	0.005066267	0.004065165	0.005046071	0.005052087	0.017352251	0.021374263	0.022394137
Sideroxydans	0.001013664	0	0	0.002015093	0.002019651	0.002020059	0.003034932	0.005063804	0.005066267	0.007114038	0.004036856	0.00404167	0.017352251	0.017302975	0.01730456
Flavisolibacter	0.007095649	0.00202505	0.00303613	0.009067919	0.010098256	0.005050148	0.004046576	0.009114847	0.00911928	0.004065165	0.004036856	0.009093757	0.004082883	0.003053466	0.004071661
Olivibacter	0.007095649	0.001012525	0.00303613	0.012090558	0.012117907	0.006060178	0.00505822	0.010127608	0.011145787	0.003048873	0.005046071	0.007072922	0.001020721	0.001017822	0.002035831
Saccharospirillum	0.014191299	0.019237974	0.017204736	0.002015093	0.002019651	0.003030089	0.001011644	0.004051043	0.002026507	0.004065165	0.003027642	0.002020835	0.006124324	0.003053466	0.003053746
Psychroflexus	0.006081985	0.001012525	0.002024087	0.009067919	0.00908843	0.005050148	0.004046576	0.008102086	0.007092773	0.002032582	0.012110569	0.010104174	0.002041441	0.002035644	0.005089577
Desulfolutivibrio	0	0	0	0	0	0	0.001011644	0	0	0.004065165	0.005046071	0.010104174	0.018372971	0.02442773	0.021376221
Fuerstia	0.001013664	0	0	0.001007547	0.001009826	0.00101003	0.002023288	0.002025522	0.00303976	0.008130329	0.010092141	0.008083339	0.010207206	0.017302975	0.019340391
Chitinimonas	0.002027328	0.00202505	0.001012043	0.002015093	0.001009826	0.00101003	0	0.005063804	0.002026507	0.010162911	0.004036856	0.010104174	0.01633153	0.015267331	0.012214984
Cedecea	0.002027328	0.003037575	0.002024087	0.001007547	0.001009826	0.00101003	0.001011644	0.002025522	0.00303976	0.010162911	0.006055285	0.011114591	0.013269368	0.014249509	0.013232899
Sedimenticola	0.004054657	0.0040501	0.004048173	0.001007547	0.002019651	0.002020059	0.003034932	0.002025522	0.002026507	0.007114038	0.003027642	0.00404167	0.017352251	0.016285153	0.012214984
Pseudobacter	0.007095649	0.001012525	0.00303613	0.010075465	0.012117907	0.005050148	0.004046576	0.009114847	0.011145787	0.003048873	0.004036856	0.011114591	0.001020721	0.001017822	0.001017915
