genus	coculture_1_0d	coculture_2_0d	coculture_3_0d	coculture_1_9d	coculture_2_9d	coculture_3_9d	coculture_1_70d	coculture_2_70d	coculture_3_70d	coculture_1_450d	coculture_2_450d	coculture_3_450d	coculture_1_720d	coculture_2_720d	coculture_3_720d
Burkholderia	0.055751531	0.040500997	0.044529906	0.091686734	0.121179072	0.134333936	0.230654837	0.262305044	0.296883233	0.467493928	0.280561527	0.445594075	0.818617944	0.768455659	0.812296417
Pelagibaca	0.135831002	0.023288073	0.039469689	0.346596004	0.457450998	0.518145182	0.669708343	0.72108568	0.712317108	0.37196256	0.218999465	0.169750124	0.08063693	0.151655488	0.200529316
Pelagibacterium	0.014191299	0.007087675	0.00910839	0.034256582	0.031304594	0.021210621	0.055640421	0.198501114	0.121590402	0.961411425	0.226063964	0.86390688	0.658364806	0.738938819	0.768526059
Boseongicola	0.066901837	0.025313123	0.042505819	0.26095455	0.466539429	0.518145182	0.791105626	0.51549524	0.736635188	0.326229458	0.24221139	0.118218836	0.091864857	0.144530733	0.198493485
Methylobacterium	0.036491911	0.017212924	0.02125291	0.086649001	0.099972735	0.105043078	0.183107568	0.294713389	0.277631419	0.450216978	0.292672096	0.440541988	0.741043176	0.610693239	0.621946254
Epibacterium	0.097311763	0.023288073	0.038457646	0.277075294	0.422107102	0.468653732	0.650487107	0.57929917	0.641389373	0.335376079	0.20789811	0.127312593	0.112279269	0.119085182	0.108916938
Wenzhouxiangella	0.01216397	0.012150299	0.014168606	0.004030186	0.006058954	0.005050148	0.008093152	0.014178651	0.011145787	1.427889062	0.082755558	0.235427255	1.52597734	0.338934747	0.52728013
Sandaracinus	0.004054657	0.00202505	0.00303613	0.005037733	0.004039302	0.004040118	0.017197948	0.020255216	0.020265067	0.074189254	0.145326834	0.297062717	0.823721547	0.998483445	1.664291531
Confluentimicrobium	0.127721688	0.020250499	0.031373343	0.315362062	0.361517566	0.427242518	0.489635707	0.674498683	0.587686945	0.318099129	0.157437403	0.15560428	0.091864857	0.117049537	0.137418567
Echinicola	0.290921623	0.064801596	0.134601761	0.501758169	0.586708675	0.296948701	0.228631549	0.473972048	0.521825477	0.120938647	0.224045536	0.3425315	0.035725222	0.038677238	0.048859935
Azospirillum	0.028382597	0.015187874	0.01821678	0.07254335	0.095933432	0.0989829	0.162874688	0.217743569	0.224942245	0.569123042	0.257349602	0.68102133	0.500153108	0.453948641	0.445846906
Sinorhizobium	0.033450918	0.005062625	0.011132476	0.09269428	0.086845002	0.070702072	0.142641807	0.493214503	0.33842662	0.350620446	0.267441743	0.212187655	0.64917832	0.460055573	0.49470684
Phycisphaera	0.001013664	0	0.001012043	0.00302264	0.006058954	0.007070207	0.08295481	0.042535953	0.102338589	0.152443672	0.197805968	0.192989724	0.863529652	1.108408228	0.83978013
Acidithiobacillus	0.005068321	0.001012525	0.001012043	0.09269428	0.005049128	0.677729857	0.052605489	0.294713389	0.302962753	0.834375032	0.138262335	1.065990361	0.039808105	0.042748527	0.018322476
Thalassobius	0.095284434	0.020250499	0.033397429	0.256924363	0.372625648	0.4232024	0.552357636	0.529673891	0.549183318	0.265251989	0.162483474	0.082854227	0.039808105	0.040712883	0.048859935
Porphyrobacter	0.008109314	0.003037575	0.004048173	0.021158477	0.024235814	0.028280829	0.046535625	0.057727365	0.066874721	0.082319583	0.859850434	1.701542907	0.085740533	0.249366406	0.195439739
Sphingobium	0.040546568	0.028350698	0.030361299	0.082618815	0.104012037	0.106053107	0.190189076	0.301802714	0.294856726	0.36281594	0.335059089	0.388000283	0.43890987	0.359291189	0.347109121
Micromonospora	0.021286948	0.017212924	0.019228823	0.037279221	0.040393024	0.043431273	0.091047962	0.105327122	0.116524136	0.214437432	0.182667757	0.252604351	0.624681025	0.696190292	0.655537459
Pontivivens	0.047642217	0.025313123	0.038457646	0.212592316	0.296888727	0.303008878	0.438041862	0.329147255	0.48636161	0.203258229	0.159455832	0.086895897	0.119424314	0.138423801	0.158794788
Jannaschia	0.080079471	0.013162824	0.02125291	0.201509305	0.254476052	0.278768168	0.338900748	0.420295726	0.371863981	0.237812128	0.118078053	0.108114662	0.078595488	0.158780242	0.229030945
Nocardioides	0.014191299	0.007087675	0.00910839	0.019143384	0.019186686	0.02424071	0.062721929	0.105327122	0.100312082	0.219518888	0.159455832	0.246541846	0.61753598	0.667691274	0.64230456
Brevirhabdus	0.107448404	0.018225449	0.028337213	0.239796073	0.255485878	0.292908582	0.299446631	0.531699413	0.414420622	0.234763255	0.108995125	0.108114662	0.060222517	0.086514875	0.111970684
Microbacterium	0.011150306	0.005062625	0.008096347	0.029218849	0.042412675	0.046461361	0.102176046	0.108365404	0.134762696	0.198176774	0.160465046	0.204104315	0.594059406	0.630031858	0.632125407
Martelella	0.035478247	0.008100199	0.01214452	0.085641454	0.074727095	0.069692042	0.107234266	0.366619404	0.231021765	0.271349736	0.19578754	0.293021047	0.42257834	0.364380299	0.363395765
Mycolicibacterium	0.029396262	0.015187874	0.016192693	0.044332047	0.055540408	0.061611805	0.111280842	0.122544055	0.135775949	0.214437432	0.154409761	0.241489759	0.498111667	0.508911032	0.537459283
Cupriavidus	0.044601225	0.039488472	0.040481733	0.050377326	0.06664849	0.07373216	0.120385639	0.164067247	0.15097475	0.293708142	0.179640114	0.284937708	0.440951312	0.395932783	0.395969055
Sorangium	0.001013664	0	0.001012043	0.004030186	0.006058954	0.007070207	0.038442473	0.029370063	0.048636161	0.100612824	0.119087267	0.203093898	0.575686435	0.668709096	0.898819218
Hoeflea	0.036491911	0.005062625	0.011132476	0.091686734	0.083815525	0.07373216	0.124432215	0.442576463	0.288777206	0.254072787	0.202852039	0.107104245	0.428702664	0.277865424	0.257532573
Stenotrophomonas	0.067915501	0.07998947	0.077927335	0.036271675	0.044432327	0.052521539	0.07789659	0.094186753	0.105378349	0.410581623	0.135234693	0.21016682	0.545064816	0.340970392	0.365431596
Ensifer	0.025341605	0.009112724	0.014168606	0.060452791	0.068668141	0.057571687	0.119373995	0.346364189	0.251286832	0.232730673	0.204870467	0.160656367	0.439930591	0.317560484	0.326750814
Lysobacter	0.010136642	0.00607515	0.00607226	0.017128291	0.022216163	0.02424071	0.050582201	0.060765647	0.066874721	0.547780928	0.134225479	0.194000141	0.69817291	0.359291189	0.402076547
Mycobacterium	0.03142359	0.019237974	0.02125291	0.042316954	0.052510931	0.066661953	0.100152758	0.120518534	0.120577149	0.199193065	0.148354476	0.220270994	0.461365724	0.496697167	0.473330619
Roseicitreum	0.088188785	0.016200399	0.02428904	0.189418746	0.230240238	0.263617724	0.291353479	0.434474377	0.339439874	0.217486305	0.095875342	0.092958401	0.062263958	0.092621808	0.106881107
Bosea	0.020273284	0.007087675	0.010120433	0.062467884	0.074727095	0.07373216	0.130502079	0.258254	0.219875978	0.3099688	0.181658542	0.240479342	0.382770236	0.273794135	0.301302932
Pseudopuniceibacterium	0.06284718	0.012150299	0.020240866	0.175313095	0.240338494	0.27371802	0.369250068	0.376747012	0.395168808	0.193095318	0.118078053	0.079822975	0.051036031	0.074301011	0.098737785
Profundibacter	0.066901837	0.014175349	0.023276996	0.170275362	0.254476052	0.27270799	0.360145272	0.37370873	0.373890488	0.182932406	0.113031982	0.063656296	0.030621619	0.02951684	0.035627036
Flavobacterium	0.223006123	0.036450898	0.071855075	0.287150759	0.267603785	0.137364025	0.102176046	0.196475592	0.215822964	0.073172963	0.175603258	0.219260577	0.105134225	0.063104968	0.175081433
Devosia	0.021286948	0.010125249	0.01214452	0.048362233	0.052510931	0.048481421	0.09307125	0.254202957	0.18137235	0.303871053	0.183676971	0.219260577	0.336837807	0.270740669	0.275855049
Aminobacter	0.01925962	0.005062625	0.007084303	0.04634714	0.045442152	0.039391154	0.071826726	0.255215718	0.170226563	0.198176774	0.123124123	0.113166749	0.48688374	0.323667416	0.368485342
Paraburkholderia	0.039532904	0.022275549	0.025301083	0.071535803	0.084825351	0.090902663	0.138595231	0.194450071	0.193531391	0.203258229	0.130188622	0.207135568	0.2919261	0.271758491	0.296213355
Corynebacterium	0.024327941	0.014175349	0.01518065	0.036271675	0.044432327	0.042421243	0.083966454	0.091148471	0.112471122	0.148378507	0.135234693	0.154593863	0.420536899	0.482447659	0.440757329
Oceanicola	0.064874508	0.013162824	0.020240866	0.160199897	0.204994597	0.22321654	0.27921375	0.337249342	0.32626758	0.177850951	0.092847699	0.07376047	0.04797387	0.078372299	0.104845277
Brevundimonas	0.010136642	0.003037575	0.004048173	0.031233942	0.039383199	0.047471391	0.087001386	0.110390926	0.112471122	0.351636737	0.35221573	0.245531429	0.290905379	0.258526804	0.256514658
Sphingopyxis	0.016218627	0.005062625	0.00910839	0.057430152	0.093913781	0.096962841	0.169956196	0.161028965	0.18745187	0.252040204	0.208907324	0.234416838	0.247014392	0.223920854	0.23004886
Variovorax	0.037505575	0.029363223	0.031373343	0.039294314	0.05049128	0.057571687	0.090036318	0.123556816	0.111457869	0.21240485	0.124133337	0.247552264	0.355210779	0.331809993	0.331840391
Thioclava	0.06284718	0.016200399	0.02428904	0.164230083	0.19287669	0.217156363	0.259992514	0.3099048	0.292830219	0.17683466	0.092847699	0.082854227	0.0643054	0.095675274	0.11502443
Gemmobacter	0.071970158	0.010125249	0.016192693	0.167252723	0.191866865	0.211096185	0.244817853	0.379785295	0.298909739	0.170736913	0.09789377	0.069718801	0.058181076	0.065140612	0.08245114
Rhodopseudomonas	0.018245955	0.005062625	0.007084303	0.053399966	0.05049128	0.04949145	0.087001386	0.239011545	0.171239817	0.224600344	0.14936369	0.23744809	0.346024293	0.239188185	0.236156352
Xanthomonas	0.032437254	0.027338173	0.028337213	0.032241489	0.037363547	0.039391154	0.069803438	0.107352643	0.099298829	0.317082838	0.113031982	0.179854298	0.439930591	0.286008	0.299267101
Belliella	0.160158943	0.034425848	0.073879162	0.270022468	0.316075414	0.160594705	0.124432215	0.258254	0.282697686	0.067075216	0.087801629	0.185916802	0.014290089	0.015267331	0.01730456
Hyphobacterium	0.035478247	0.027338173	0.037445603	0.070528257	0.029284942	0.017170503	0.014163016	0.032408345	0.028371094	0.759169487	0.120096481	0.089927149	0.127590079	0.073283189	0.611767101
Defluviimonas	0.026355269	0.007087675	0.013156563	0.109822571	0.146424712	0.161604735	0.241782921	0.209641483	0.285737446	0.142280761	0.086792415	0.103062575	0.11432071	0.18219015	0.208672638
Parasedimentitalea	0.047642217	0.011137774	0.019228823	0.136018781	0.221151807	0.245437191	0.35205212	0.288636824	0.331333847	0.162606584	0.102939841	0.047489618	0.025518016	0.018320797	0.021376221
Caulobacter	0.011150306	0.003037575	0.005060217	0.034256582	0.044432327	0.045451332	0.09307125	0.113429208	0.122603656	0.298789597	0.217990251	0.243510594	0.278656732	0.245295118	0.267711726
Rhodococcus	0.008109314	0.005062625	0.005060217	0.021158477	0.028275117	0.033330977	0.069803438	0.07696982	0.090179548	0.147362216	0.117068838	0.15964595	0.396039604	0.418324868	0.413273616
Monaibacterium	0.041560232	0.010125249	0.017204736	0.134003688	0.181768609	0.195945741	0.257969226	0.265343326	0.270538645	0.172769495	0.092847699	0.08184381	0.086761253	0.082443587	0.076343648
Aquiflexum	0.145967644	0.032400798	0.069830989	0.256924363	0.298908379	0.147464321	0.117350707	0.250151914	0.266485632	0.057928595	0.082755558	0.173791793	0.012248648	0.014249509	0.014250814
Tabrizicola	0.044601225	0.008100199	0.014168606	0.124935769	0.162581922	0.187865504	0.237736345	0.261292283	0.269525392	0.148378507	0.090829271	0.075781305	0.059201796	0.100764384	0.131311075
Pseudorhodobacter	0.056765195	0.012150299	0.01821678	0.135011234	0.197925818	0.226246629	0.293376767	0.286611302	0.280671179	0.161590292	0.085783201	0.047489618	0.024497295	0.028499018	0.033591205
Cyclobacterium	0.127721688	0.028350698	0.058698512	0.224682875	0.262554657	0.130293818	0.104199334	0.208628722	0.227982005	0.070124089	0.11000434	0.192989724	0.024497295	0.02442773	0.06514658
Silicimonas	0.05068321	0.014175349	0.01821678	0.138033874	0.15147384	0.159584676	0.19625894	0.264330565	0.268512139	0.135166723	0.073672631	0.069718801	0.051036031	0.101782206	0.146579805
Ketogulonicigenium	0.044601225	0.009112724	0.016192693	0.119898036	0.178739132	0.194935712	0.270108954	0.264330565	0.274591659	0.154476254	0.098902984	0.059614627	0.039808105	0.048855459	0.064128664
Nocardia	0.01216397	0.010125249	0.010120433	0.02015093	0.030294768	0.032320947	0.059686997	0.059752886	0.067887975	0.144313343	0.104958269	0.172781376	0.351127896	0.376594164	0.374592834
Bordetella	0.040546568	0.032400798	0.035421516	0.048362233	0.057560059	0.068682012	0.101164402	0.12862062	0.129696429	0.201225647	0.098902984	0.197031394	0.253138716	0.211706989	0.215798046
Litoreibacter	0.036491911	0.009112724	0.017204736	0.137026327	0.182778434	0.186855475	0.255945938	0.247113632	0.292830219	0.132117849	0.090829271	0.049510453	0.052056752	0.043766349	0.050895765
Achromobacter	0.024327941	0.013162824	0.014168606	0.045339594	0.061599362	0.071712101	0.10318769	0.105327122	0.117537389	0.196144191	0.101930627	0.199052228	0.251097275	0.230027787	0.234120521
Oricola	0.017232291	0.00202505	0.004048173	0.039294314	0.031304594	0.018180533	0.051593845	0.291675106	0.179345844	0.144313343	0.139271549	0.053552122	0.375625191	0.217813922	0.203583062
Massilia	0.021286948	0.017212924	0.01821678	0.02015093	0.022216163	0.02525074	0.046535625	0.069880494	0.065861468	0.181916115	0.099912198	0.17884388	0.349086455	0.326720883	0.316571661
Maribius	0.058792523	0.008100199	0.013156563	0.14206406	0.160562271	0.180795297	0.203340449	0.287624063	0.255339845	0.139231887	0.067617346	0.052541705	0.033683781	0.046819815	0.06718241
Paraoceanicella	0.023314276	0.005062625	0.008096347	0.075565989	0.097953084	0.109083196	0.152758247	0.150901357	0.186438617	0.1148409	0.072663417	0.121250088	0.107175666	0.219849566	0.260586319
Parvibaculum	0.003040993	0.003037575	0.004048173	0.015113198	0.033324245	0.036361065	0.066768505	0.043548714	0.072954241	0.403467585	0.269460171	0.069718801	0.249055833	0.281936712	0.142508143
Aureimonas	0.015204963	0.005062625	0.008096347	0.038286768	0.04140285	0.038381125	0.071826726	0.197488353	0.142868723	0.167688039	0.139271549	0.112156332	0.29294682	0.202546591	0.207654723
Rhodobaca	0.064874508	0.010125249	0.01518065	0.136018781	0.163591748	0.184835416	0.207387025	0.304840997	0.227982005	0.155492546	0.073672631	0.05052087	0.027559457	0.02442773	0.027483713
Synechococcus	0.171309249	0.025313123	0.02125291	0.053399966	0.029284942	0.04949145	0.071826726	0.300789953	0.188465124	0.148378507	0.135234693	0.168739706	0.104113504	0.094657452	0.112988599
Altererythrobacter	0.020273284	0.008100199	0.00910839	0.041309407	0.048471629	0.048481421	0.095094538	0.163054487	0.156041016	0.146345925	0.197805968	0.247552264	0.179646831	0.155726776	0.146579805
Neorhizobium	0.023314276	0.003037575	0.00607226	0.048362233	0.043422501	0.038381125	0.056652065	0.237998785	0.14185547	0.166671748	0.130188622	0.106093827	0.252117995	0.194404014	0.202565147
Novosphingobium	0.017232291	0.008100199	0.010120433	0.040301861	0.045442152	0.046461361	0.079919878	0.125582337	0.121590402	0.183948698	0.184686185	0.200062646	0.21026845	0.178118861	0.179153094
Pannonibacter	0.025341605	0.005062625	0.007084303	0.060452791	0.062609187	0.063631864	0.079919878	0.177233138	0.127669923	0.178867242	0.118078053	0.103062575	0.22659998	0.227992142	0.165920195
Hymenobacter	0.07501115	0.020250499	0.035421516	0.117882943	0.127238026	0.07373216	0.068791794	0.111403686	0.128683176	0.076221836	0.082755558	0.139437602	0.183729713	0.209671345	0.177117264
Haematobacter	0.040546568	0.007087675	0.011132476	0.104784838	0.130267503	0.151504439	0.190189076	0.217743569	0.216836218	0.116873482	0.06862656	0.075781305	0.044911708	0.096693096	0.133346906
Deinococcus	0.006081985	0.00202505	0.00303613	0.016120744	0.023225989	0.023230681	0.053617133	0.039497671	0.065861468	0.10671057	0.099912198	0.10912508	0.319485557	0.377611986	0.313517915
Chryseobacterium	0.117585046	0.023288073	0.047566036	0.183373467	0.198935644	0.101002959	0.081943166	0.165080008	0.176306084	0.045733102	0.111013554	0.141458436	0.030621619	0.025445552	0.051913681
Brucella	0.018245955	0.0040501	0.007084303	0.036271675	0.032314419	0.02424071	0.051593845	0.223820134	0.129696429	0.148378507	0.121105695	0.083864644	0.244972951	0.181172327	0.166938111
Chelatococcus	0.003040993	0.001012525	0.001012043	0.011083012	0.011108082	0.008080237	0.022256168	0.072918777	0.055728934	0.154476254	0.079727916	0.569875416	0.182708993	0.141477267	0.14963355
Amycolatopsis	0.007095649	0.0040501	0.005060217	0.016120744	0.022216163	0.023230681	0.056652065	0.0516508	0.064848215	0.100612824	0.081746344	0.117208419	0.27661529	0.296186221	0.304356678
Azoarcus	0.028382597	0.027338173	0.028337213	0.02317357	0.02524564	0.034341006	0.055640421	0.062791169	0.066874721	0.167688039	0.071654203	0.127312593	0.241910789	0.202546591	0.205618893
Ochrobactrum	0.015204963	0.005062625	0.008096347	0.035264128	0.037363547	0.030300888	0.057663709	0.189386267	0.131722936	0.151427381	0.112022768	0.080833392	0.207206288	0.154708954	0.148615635
Paenibacillus	0.037505575	0.017212924	0.023276996	0.04634714	0.054530583	0.041411213	0.059686997	0.093173992	0.093219309	0.100612824	0.087801629	0.10104174	0.184750434	0.19236837	0.183224756
Marivivens	0.064874508	0.00607515	0.010120433	0.117882943	0.118149596	0.130293818	0.107234266	0.298764432	0.15401451	0.126020102	0.045414636	0.044458366	0.027559457	0.023409907	0.024429967
Maribacter	0.159145278	0.021263024	0.036433559	0.158184804	0.098962909	0.052521539	0.028326033	0.056714604	0.062821708	0.039635355	0.053488349	0.083864644	0.126569358	0.056998036	0.237174267
Vibrio	0.112516725	0.092139769	0.101204332	0.078588629	0.10805134	0.070702072	0.070815082	0.121531294	0.118550642	0.085368456	0.077709488	0.071739636	0.063284679	0.044784171	0.050895765
Desulfovibrio	0.016218627	0.014175349	0.01214452	0.013098105	0.013127733	0.014140414	0.030349321	0.044561475	0.046609654	0.079270709	0.071654203	0.093968819	0.262325202	0.295168399	0.258550489
Phyllobacterium	0.013177635	0.00607515	0.016192693	0.025188663	0.042412675	0.016160474	0.045523981	0.177233138	0.113484376	0.118906064	0.102939841	0.063656296	0.208227008	0.153691132	0.145561889
Pseudonocardia	0.008109314	0.005062625	0.00607226	0.010075465	0.010098256	0.010100296	0.024279457	0.036459388	0.041543388	0.090449912	0.065598918	0.111145914	0.253138716	0.271758491	0.287052117
Aeromonas	0.049669545	0.052651297	0.055662382	0.032241489	0.044432327	0.045451332	0.061710285	0.058740126	0.071940988	0.108743153	0.076700273	0.080833392	0.176584669	0.159798064	0.144543974
Fluviicola	0.104407412	0.020250499	0.042505819	0.146094246	0.197925818	0.084842486	0.069803438	0.150901357	0.170226563	0.038619064	0.052479134	0.088916732	0.007145044	0.008142577	0.008143322
Luteimonas	0.004054657	0.0040501	0.004048173	0.006045279	0.007068779	0.007070207	0.022256168	0.022280737	0.029384347	0.209355976	0.058534419	0.078812557	0.312340512	0.199493125	0.207654723
Pedobacter	0.083120464	0.018225449	0.035421516	0.132996141	0.15147384	0.07373216	0.058675353	0.125582337	0.133749443	0.033537608	0.088810843	0.119229254	0.018372971	0.015267331	0.031555375
Phreatobacter	0.01216397	0.003037575	0.005060217	0.036271675	0.04140285	0.040401184	0.065756861	0.122544055	0.097272322	0.129068976	0.076700273	0.120239671	0.14596305	0.105853495	0.109934853
Acidovorax	0.022300612	0.019237974	0.019228823	0.025188663	0.034334071	0.037371095	0.059686997	0.061778408	0.068901228	0.110775735	0.065598918	0.097000071	0.16229458	0.145548555	0.145561889
Methylocystis	0.006081985	0.00202505	0.004048173	0.021158477	0.024235814	0.021210621	0.045523981	0.106339883	0.088153042	0.128052685	0.093856914	0.079822975	0.179646831	0.136388157	0.122149837
Actinoplanes	0.009122978	0.011137774	0.01214452	0.007052826	0.007068779	0.010100296	0.021244524	0.02633178	0.031410854	0.082319583	0.055506777	0.085885479	0.225579259	0.237152541	0.236156352
Salaquimonas	0.008109314	0.003037575	0.005060217	0.02015093	0.023225989	0.015150444	0.045523981	0.163054487	0.109431362	0.09756395	0.094866128	0.038395861	0.200061243	0.12315647	0.108916938
Chelativorans	0.005068321	0.001012525	0.002024087	0.013098105	0.010098256	0.007070207	0.02023288	0.096212275	0.056742188	0.100612824	0.066608132	0.119229254	0.195978361	0.175065395	0.18017101
Sphingobacterium	0.077038479	0.019237974	0.034409473	0.126950862	0.135316631	0.068682012	0.054628777	0.112416447	0.126656669	0.033537608	0.065598918	0.093968819	0.026538736	0.026463374	0.036644951
Hydrogenophaga	0.013177635	0.007087675	0.010120433	0.024181117	0.029284942	0.030300888	0.047547269	0.059752886	0.068901228	0.104677988	0.057525205	0.095989653	0.163315301	0.145548555	0.148615635
Methyloceanibacter	0.007095649	0.003037575	0.00303613	0.009067919	0.008078605	0.008080237	0.014163016	0.043548714	0.031410854	0.065042633	0.13220705	0.041427114	0.106154945	0.239188185	0.293159609
Actinomadura	0.002027328	0.00202505	0.002024087	0.007052826	0.010098256	0.011110326	0.028326033	0.019242455	0.031410854	0.068091507	0.055506777	0.08184381	0.206185567	0.222903032	0.219869707
Spirosoma	0.064874508	0.015187874	0.030361299	0.106799931	0.118149596	0.063631864	0.048558913	0.098237796	0.107404856	0.03557019	0.056515991	0.089927149	0.030621619	0.031552484	0.041734528
Thioalkalivibrio	0.015204963	0.015187874	0.01518065	0.010075465	0.008078605	0.010100296	0.01517466	0.023293498	0.02127832	0.198176774	0.038350137	0.060625044	0.249055833	0.124174292	0.138436482
Haliangium	0	0	0	0.00302264	0.002019651	0.002020059	0.006069864	0.004051043	0.00607952	0.041667937	0.038350137	0.066687549	0.207206288	0.232063431	0.324714984
Ancylobacter	0.006081985	0.00202505	0.004048173	0.028211303	0.045442152	0.047471391	0.078908234	0.089122949	0.099298829	0.100612824	0.067617346	0.107104245	0.105134225	0.073283189	0.072271987
Magnetospirillum	0.008109314	0.00607515	0.00607226	0.016120744	0.023225989	0.023230681	0.038442473	0.043548714	0.059781948	0.144313343	0.069635775	0.180864715	0.110237828	0.097710918	0.09771987
Hypericibacter	0.004054657	0.0040501	0.00607226	0.024181117	0.039383199	0.045451332	0.08295481	0.050638039	0.085113282	0.132117849	0.055506777	0.115187584	0.101051342	0.08855052	0.089576547
Hyphomonas	0.005068321	0.003037575	0.005060217	0.011083012	0.01615721	0.014140414	0.049570557	0.097225035	0.064848215	0.183948698	0.16147426	0.086895897	0.088802695	0.063104968	0.062092834
Methylorubrum	0.01216397	0.014175349	0.013156563	0.019143384	0.022216163	0.023230681	0.045523981	0.073931537	0.073967495	0.094515077	0.069635775	0.068708383	0.137797285	0.108906961	0.117060261
Mucilaginibacter	0.059806187	0.012150299	0.026313126	0.104784838	0.113100468	0.060601776	0.043500693	0.101276079	0.111457869	0.029472443	0.052479134	0.083864644	0.026538736	0.027481196	0.03257329
Komagataeibacter	0.014191299	0.003037575	0.005060217	0.038286768	0.047461803	0.048481421	0.06778015	0.093173992	0.075994002	0.104677988	0.071654203	0.083864644	0.086761253	0.074301011	0.069218241
Planctomyces	0.001013664	0	0	0.002015093	0.002019651	0.002020059	0.023267813	0.016204173	0.033437361	0.040651646	0.05146992	0.049510453	0.195978361	0.248348584	0.211726384
Ralstonia	0.01925962	0.014175349	0.014168606	0.02317357	0.029284942	0.034341006	0.050582201	0.055701843	0.058768695	0.094515077	0.056515991	0.08184381	0.123507196	0.100764384	0.106881107
Arthrobacter	0.010136642	0.0040501	0.005060217	0.017128291	0.013127733	0.016160474	0.02023288	0.048612518	0.032424107	0.060977469	0.048442278	0.067697966	0.165356742	0.181172327	0.168973941
Serratia	0.034464583	0.032400798	0.032385386	0.02015093	0.022216163	0.02424071	0.031360965	0.053676322	0.048636161	0.086384748	0.053488349	0.071739636	0.128610799	0.112978249	0.104845277
Thalassospira	0.013177635	0.005062625	0.007084303	0.028211303	0.04140285	0.042421243	0.064745217	0.1033016	0.089166295	0.093498786	0.072663417	0.07376047	0.088802695	0.0692119	0.062092834
Starkeya	0.007095649	0.00202505	0.00303613	0.02317357	0.021206338	0.023230681	0.033384253	0.06380393	0.052689174	0.098580241	0.052479134	0.106093827	0.133714402	0.119085182	0.114006515
Anaeromyxobacter	0.003040993	0.003037575	0.00303613	0.004030186	0.003029477	0.003030089	0.011128084	0.012153129	0.020265067	0.041667937	0.044405421	0.060625044	0.176584669	0.208653523	0.246335505
Gemmata	0.002027328	0.001012525	0	0.00302264	0.002019651	0.002020059	0.016186304	0.016204173	0.022291574	0.042684228	0.050460706	0.05052087	0.198019802	0.240206007	0.194421824
Planktomarina	0.020273284	0.00607515	0.010120433	0.075565989	0.097953084	0.102012989	0.126455503	0.109378165	0.118550642	0.06199376	0.039359351	0.020208348	0.018372971	0.013231687	0.01526873
Actinomyces	0.001013664	0.001012525	0.001012043	0.006045279	0.00908843	0.011110326	0.025291101	0.018229694	0.028371094	0.064026342	0.047433064	0.057593792	0.17862611	0.200510947	0.187296417
Minicystis	0	0	0	0.001007547	0.001009826	0.002020059	0.008093152	0.007089326	0.011145787	0.027439861	0.039359351	0.063656296	0.176584669	0.215778278	0.282980456
Microvirga	0.008109314	0.005062625	0.00607226	0.019143384	0.024235814	0.026260769	0.040465761	0.059752886	0.060795201	0.09756395	0.049451492	0.075781305	0.12963152	0.111960427	0.11502443
Pandoraea	0.022300612	0.018225449	0.019228823	0.024181117	0.026255466	0.027270799	0.038442473	0.066842212	0.058768695	0.069107798	0.045414636	0.059614627	0.124527917	0.110942605	0.105863192
Georhizobium	0.009122978	0.001012525	0.00303613	0.024181117	0.02524564	0.02424071	0.040465761	0.110390926	0.075994002	0.07114038	0.060552847	0.032333357	0.135755844	0.100764384	0.0997557
Cellulomonas	0.001013664	0.001012525	0.001012043	0.004030186	0.005049128	0.004040118	0.01517466	0.016204173	0.020265067	0.05284714	0.040368565	0.066687549	0.182708993	0.203564413	0.198493485
Indioceanicola	0.008109314	0.007087675	0.00607226	0.007052826	0.005049128	0.006060178	0.008093152	0.020255216	0.017225307	0.127036393	0.024221139	0.067697966	0.415433296	0.058015858	0.034609121
Pseudoxanthomonas	0.005068321	0.00607515	0.00607226	0.005037733	0.011108082	0.014140414	0.025291101	0.01316589	0.02431808	0.153459963	0.032294852	0.048500035	0.214351332	0.127227758	0.125203583
Geobacter	0.009122978	0.00607515	0.007084303	0.007052826	0.00908843	0.008080237	0.024279457	0.023293498	0.031410854	0.047765684	0.049451492	0.051531288	0.161273859	0.193386192	0.179153094
Herbaspirillum	0.018245955	0.012150299	0.014168606	0.021158477	0.028275117	0.031310917	0.044512337	0.062791169	0.052689174	0.086384748	0.044405421	0.07376047	0.107175666	0.094657452	0.094666124
Nonlabens	0.083120464	0.012150299	0.023276996	0.094709373	0.079776223	0.041411213	0.029337677	0.057727365	0.060795201	0.021342114	0.061562062	0.07376047	0.040828825	0.020356441	0.064128664
Gramella	0.073997486	0.012150299	0.02428904	0.097732013	0.088864653	0.046461361	0.033384253	0.070893255	0.075994002	0.024390988	0.048442278	0.064666714	0.030621619	0.017302975	0.054967427
Aquisphaera	0.001013664	0.00202505	0.001012043	0.001007547	0.001009826	0.00101003	0.008093152	0.006076565	0.011145787	0.037602772	0.043396207	0.048500035	0.186791875	0.233081253	0.185260586
Breoghania	0.008109314	0.00202505	0.004048173	0.022166024	0.027265291	0.028280829	0.047547269	0.085071906	0.071940988	0.090449912	0.053488349	0.051531288	0.109217107	0.080407943	0.077361564
Acinetobacter	0.076024814	0.067839171	0.069830989	0.052392419	0.060589536	0.046461361	0.031360965	0.074944298	0.059781948	0.056912304	0.045414636	0.051531288	0.025518016	0.016285153	0.018322476
